case_id,year,month,day,country_id,iso3,country_name,region,city,location,location_latitude,location_longitude,location_accuracy,incident_type,perpetrator_type,organizational_affiliation,organizational_affiliation_2,loneactor_id,target_group,grouped_target_group,target_group_2,grouped_target_group_2,weapon_type,grouped_weapon_type,weapon_type_2,grouped_weapon_type_2,weapon_description,fatal,n_killed,n_wounded,description,plot_type,plot_targeting,plot_operational_planning,version
2022-2-7-2,2022,2,7,10,ITA,Italy,Veneto,Verona,Veronetta,45.4469115147169,11.005389253439994,1,2,2,CasaPound,,,205,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A 50-year-old man, who intervened to stop three men affiliated with CasaPound/Blocco Studentesco from beating a woman, was beaten. The victim was walking in a residential neighbourhood, when he saw the woman, a resident of the neighbourhood, trying to remove some posters by CasaPound. The perpetrators approached and verbally abused the woman. The victim intervened. One of the perpetrators hit him, making him fall to the ground, suffering a broken nose and multiple bruises.",,,,2022
2022-2-9,2022,2,9,19,GBR,United Kingdom,England,Billericay,m,51.627910463093365,0.42282111480077783,2,2,6,,,494,205,Political opponents,,,504,Blunt instruments,,,Bottle ,0,0,1,"A man was left with a four-inch cut in his back after defending his friend from racial slurs by a drunk 34-year-old perpetrator. The victim was with a friend of Chinese origin when the friend experienced the racist comments. The victim told the perpetrator to leave them alone, triggering the perpetrator to become aggressive and to throw a bottle at the victim, who suffered a laceration. The perpetrator also threatened to kill the victim. The victim had to have 12 stitches in the hospital. The court heard that the perpetrator “is someone who indulges in binge drinking”. The perpetrator was later sentenced to jail for one year and two months.  ",,,,2022
2022-2-13,2022,2,13,6,DEU,Germany,Sachsen,Dresden,Laubegast,51.025777531681825,13.831817508665601,1,2,8,,,,202,Political opponents,,,600,Beating/kicking,599,Blunt instruments,"Beating/kicking, unspecified blunt instruments",0,0,2,"Two journalists were attacked by Neo-Nazis during an illegal protest against COVID-19 measures on the commemoration day of the Bombing of Dresden. The journalists had wanted to take pictures of the perpetrators, but were followed for hundreds of meters and later beaten and kicked with blunt instruments. The victims defended themselves using pepper spray, but were still injured as a result of the attack.",,,,2022
2022-2-23,2022,2,23,5,FRA,France,Bretagne,Rennes,Lycée Victor et Hélène Basch,48.12504661728384,-1.6913108600709836,1,2,8,,,,200,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"Three militants of the left-wing party Lutte ouvrière [Workers' Struggle] were attacked by three people, likely linked to the far-right. The victims were distributing flyers in front of a school for the party's presidential candidate Nathalie Arthaud, when one of the perpetrators took a flyer, then left. He then returned with the other perpetrators in a car, and shouting to the victims that they were with Zemmour [a far right presidential candidate], that they wanted to purify France, and that they did not want Nathalie Arthaud there. The perpetrators thereafter attempted to steal the flyers, and punched one of the victims in the face. The victim was hospitalised with a broken cheekbone. The perpetrators fled.",,,,2022
2022-2-27,2022,2,27,19,GBR,United Kingdom,England,Rochdale,Packer Street,53.61608956309252,-2.157922967410279,1,2,6,,,481,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A man was found unconscious and in critical condition, and subsequently suffered life changing injuries, after being subjected to a racially aggravated assault. The perpetrator had just been kicked out of a nightclub when he was seen on CCTV marching towards the victim before striking him so he fell backwards. The perpetrator had begun taking of his belt as if readying for a fight with the knocked out victim when police arrived. Once in the back of the police van he made a variety of racist statements including: “P**** went down like a sack of black s***” and “Yo little n**** go to sleep, hope he dies”. The perpetrator was later sentenced to jail for three years and four months. ",,,,2022
2022-3-4,2022,3,4,6,DEU,Germany,Berlin,Berlin,Steglitz-Zehlendorf,52.42955764641517,13.193798127353046,1,1,6,,,501,102,Ethnic/religious minorities,,,200,Arson/firebomb,,,Arson,0,0,0,"A 40-year-old woman was arrested for attempted arson on a 39-year-old neighbour and his family of Syrian-Tunisian-German origin's house. The victim called the fire brigade at 4 AM after discovering the fire on the terrace, which had damaged doors and windows. The perpetrator had racially insulted the family multiple times before.",,,,2022
2022-3-5,2022,3,5,10,ITA,Italy,Toscana,Altopascio,m,43.81376492409202,10.674484107831026,2,2,5,,,,102,Ethnic/religious minorities,,,400,Knives/bladed weapons and sharp objects,600,Beating/kicking,Knife and beating/kicking,0,0,2,"A Romanian couple, a 42-year-old man and a 38-year-old woman, was attacked by two Italian men, a 35-year-old and a 23-year-old. The victims were sitting at a bar with some friends when the perpetrators entered. They started insulting the victims due to their ethnic origin. They then beat the male victim up, threw him on the ground, and continued to punch and kick him. Then, they got a knife out and injured the female victim on her hand. Both victims were hospitalised.",,,,2022
2022-3-25-1,2022,3,25,19,GBR,United Kingdom,England,Basingstoke,Brighton Hill,51.24529631937539,-1.1130772423292439,1,2,4,,,,102,Ethnic/religious minorities,,,500,Blunt instruments,600,Beating/kicking,Walking stick and beating/kicking,0,0,1,"A 33-year-old man was subject to a racially aggravated assault by three boys, aged 16 or 17, while he was out running. The victim was approached by one of the perpetrators riding an e-scooter who slapped him in the face while passing. The victim chased after the three perpetrators who were all riding e-scooters. When he caught up with them, all three attacked the victim, punching him repeatedly and hitting him with what has been described as a walking stick or something similar. During the assault one of the teenagers shouted racial abuse at the victim. The victim suffered bruising to his head, legs, arms and shoulders. ",,,,2022
2022-3-26,2022,3,26,19,GBR,United Kingdom,England,Liverpool,Seel Street,53.403131712223754,-2.9813790661552555,1,2,6,,,471,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,2,"Two men were attacked by a 34-year-old man working as a security guard. The victims were in the queue for a night club when racially abusive comments were made towards them, before they were attacked. One of the victims sustained a fractured eye socket and fractured cheek bone, and the other victim sustained facial bruising. The perpetrator was charged with two counts of racially aggravated assault. ",,,,2022
2022-3-30-1,2022,3,30,6,DEU,Germany,Bavaria,Multiple locations,Multiple locations,49.277966188513425,11.435329885976405,3,3,8,Unknown,,,300,State institutions,800,Other,301,Firearms,302,Firearms,"21 handguns and 54 long guns, ammunition",0,0,0,"Six German men, aged between 34 and 59 and part of the 'prepper movement', were planning to attack energy infrastructures in Germany, including pylons of power lines to interrupt the power supply. The perpetrators had known each other for a long time and most likely acted on their own, as there were no indications of them being part of a larger network. The 'prepper movement' is a movement of people who prepare themselves for the inevitable collapse of civilisation and the start of a race war by hoarding weapons and training on survival strategies. No explosives were found, but over 70 firearms were discovered. Allmost 300 police offiers were incolved in the operation. This case is suspectedly linked to CaseID 2022-4-13 and CaseID 2023-2-22.",5,6,4,2022
2022-4-0,2022,4,0,1,AUT,Austria,m,m,m,47.63647716622047,13.848825565770353,3,2,6,,,541,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,0,"A black mother and her baby was struck by a man on the bus. The victim entered the bus with her stroller, after which the perpetrator entered and stood next to her. Out of nowhere, he struck the sleeping baby. After the mother intervened, he struck her as well. The perpetrator racially insulted the victims and raised his arm several times in the Nazi salute. When a witness intervened and demanded that the perpetrator stop immediately, he also hit them. The intervener was also a person of color. The bus driver eventually stopped the bus and the victims left. The severity threshold of this case is lowered due to the targeting of children.",,,,2023
2022-4-5-1,2022,4,5,6,DEU,Germany,Thüringen,Eisenach,m,50.98297998483772,10.316657185260192,2,1,1,Knockout 51,,,203,Political opponents,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"An earlier member of the neo-Nazi martial arts group ""Knockout 51"" (K51) was severely injured by one of the group's leaders in a violent attack. The victim, who had been part of K51 from 2019 to 2021, was allegedly lured into the meeting by his ex-girlfriend, where he met the perpetrator and his brother. After a prolonged conversation about trivial matters, the situation suddenly escalated when the perpetrator began punching and kicking the victim in the face and stomach. The victim suffered a crushed nose and internal bleeding. This attack occurred amidst tensions within the group, as K51 members had recently been questioned as witnesses in a trial involving left-wing extremists accused of violent attacks on right-wing individuals, including K51 members. The victim was accused by the perpetrators of leaking internal group communications to the police, which led to the brutal assault. K51, based in Eisenach, was a violent right-wing extremist group that trained young nationalists for confrontations with police and political opponents, with the ultimate goal of establishing a ""Nazi neighborhood"" in Eisenach and targeting people from the far-left scene. Between April 2022 and November 2023, several leading figures of K51 were arrested and charged with forming a criminal organization, as well as multiple counts of grievous bodily harm.",,,,2023
2022-4-5,2022,4,5,10,ITA,Italy,Puglia,Bari,Parco Rossani,41.11618602990126,16.870723733660345,1,2,4,,,,103,Ethnic/religious minorities,102,Ethnic/religious minorities,600,Beating/kicking,,,Beating/kicking,0,0,1,"A 24-year-old Italian of Senegalese origin was racially insulted and beaten by a 19-year-old man, part of a group of young men and women. The perpetrator racially insulted the victim, who was sitting in a park, by saying ""Go away n*****"", ""You have to leave you dirty n*****, otherwise I kill you"". Other people in the group also joined in in the insults. Then, the perpetrator started beating up the victim, while referring to him by the N-word. The victim was punched and kicked and lost the ability to see from one eye.",,,,2022
2022-4-10,2022,4,10,10,ITA,Italy,Lombardia,Chiari,Bar della Stazione,45.53990978003515,9.926423116556771,1,2,99,,,,102,Ethnic/religious minorities,,,800,Other,,,Table,0,0,1,"A Chinese couple, owners of a bar, was attacked by unknown perpetrators. The perpetrators entered the bar and asked for a coffee before suddenly throwing a table towards one of the victims, hitting him in the face. Then, they started racially insulting the victims. The perpetrators fled before the police arrived.",,,,2022
2022-4-13,2022,4,13,6,DEU,Germany,Multiple locations,Multiple locations,Multiple locations,m,m,m,3,1,Vereinte Patrioten,Reichsbürgerbewegung,,300,State institutions,800,Other,300,Firearms,399,Firearms,"22 firearms, including Kalashnikov assault rifles",0,0,0,"Members of a Telegram chat group called 'Vereinte Patrioten' [United Patriots] and of the Reichbürger movement were arrested in several federal states for planning several bomb attacks targeting power supply facilities, in order to 'cause a nationwide blackout and to plunge Germany into a civil war.' In addition, they planned for the kidnapping of SPD politician and Federal Minister of Health Karl Lauterbach. After the coup, a double for either Chancellor Olaf Scholz or President Frank-Walter Steinmeier was to announce on live television that the laws of the Federal Republic would no longer apply. The organization was structured and divided into an administrative branch and a military branch. Members had already started procurement of weapons and had plans to import more weapons from the Balkans. During raids, the police seized 22 firearms, including Kalashnikov assault rifles, and ammunition. Additionally, police officers found gold bars and cash in euros and foreign currency totaling almost €20,000. Five perpetrators were charged in January 2023 with founding a domestic terror group, preparing a treasonous act, and violation of the weapons laws, amongst other charges. An undercover investigator is said to have played a key role in the arrests of the suspects. He was deployed in the surroundings of the accused for months. This case is suspectedly linked to CaseID 2022-3-30-1.",2,6,2,2022
2022-4-20,2022,4,20,6,DEU,Germany,Baden-Württemberg,Boxberg,m,49.48575576727982,9.637690710225144,2,2,6,Reichsbürgerbewegung,,472,301,State institutions,,,300,Firearms,,,Rapid-fire assault rifle,0,0,2,"A 54-year-old member of the Reichsbürger movement (lone actor ID 472) shot at the 14 police officers who came to his home to execute a search warrant. The perpetrator fired numerous shots at the victims from his window with a rapid-fire assault rifle. One of the victims were shot in both legs, another was injured in the elbow when trying to defend himself. The perpetrator gave in after two hours of stalemate. The police found three sub machine guns, two automatic rifles, one machine gun, a self-loading pistol, a shotgun, a bolt-1ction long gun, and over 5000 rounds of ammunition inside the perpetrator's walk-in armory, all of which were illegally owned (caseID 2022-4-20-1). In addition, perpetrator was in possession of Nazi memorabilia. The perpetrator was charged with multiple attempted murders, assault on law enforcement officers, grievous bodily injury, and violations against the weapons law. He was sentenced to 14 and a half years in prison.",,,,2023
2022-4-20-1,2022,4,20,6,DEU,Germany,Baden-Württemberg,Boxberg,m,49.48575576727982,9.637690710225144,2,4,6,Reichsbürgerbewegung,,472,900,Unknown,,,300,Firearms,301,Firearms,"Three sub machine guns, three automatic rifles, one machine gun, a self-loading pistol, a shotgun, a bolt-action long gun, and over 5000 rounds of ammunition",0,0,0,"A large amount of illegal weapons were found in the home of a 54-year-old member of the Reichsbürger movement (lone actor ID 472). The police found three sub machine guns, two automatic rifles, one machine gun, a self-loading pistol, a shotgun, a bolt-1ction long gun, and over 5000 rounds of ammunition inside the perpetrator's walk-in armory, as well as Nazi memorabilia. The perpetrator shot at the 14 police officers with a rapid-fire assault rifle, and injured two of them, when they entered his premises (caseID 2022-4-20). The perpetrator was charged with multiple attempted murders, assault on law enforcement officers, grievous bodily injury, and violations against the weapons law. He was sentenced to 14 and a half years in prison.",,,,2023
2022-4-24,2022,4,24,16,ESP,Spain,Comunidad de Madrid,Villaverde,Calle Leonor Góngora,40.35023828301129,-3.6870371731955904,1,2,4,,,,103,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A Black man was assaulted by three individuals—a 20-year-old woman and two men aged 26 and 34—while walking on the street at 11 a.m. According to media reports, the attack was solely racially motivated. The perpetrators began by shouting racial slurs, including ""Black, eh Black toad,"" at the victim. When he responded, they punched him repeatedly, knocking him to the ground. They then kicked him and bit his fingers and ear, tearing off a portion of the ear. All three attackers were sentenced to one year and eight months in prison for the racially motivated assault.",,,,2023
2022-4-26,2022,4,26,19,GBR,United Kingdom,England,Exeter,Exeter Prison,50.728656509731806,-3.5320263,1,2,6,,,540,103,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,1,"A prisoner with a former history of neo-Nazi violence attacked a black inmate in Exeter prison. The perpetrator was being escorted to a hearing when he broke free and punched a black prisoner in the face, breaking his jaw. The perpetrator repeatedly shouted the N-word when he was dragged away. The victim was playing table tennis before the unprovoked assault. The victim needed an operation for his jaw. At the time of the attack, the perpetrator was serving a sentence for assaulting two brothers because one of them had a black girlfriend (the case does not meet the RTV severety inclusion criterium). Due to this assault, along with drawing swastika in his cell and expressing to a chaplain that white people ought to rule the world, the perpetrator received two years and eight months with three-year extended licence. The judge stated that there was no doubt that the racial element was the predominant motivation for the attack. The perpetrator admitted racially aggravated assault causing grievous bodily harm. ",,,,2023
2022-4-30-2,2022,4,30,19,GBR,United Kingdom,England,Benfleet,Essex Way,51.54595007548707,0.5705779644179474,1,2,4,,,,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,1,A man in his 30s was subjected to a what the police calls ' a racially motivated attack' by a group of ten men. The victim was talking on the phone when he was pushed to the floor and kicked repeatedly to the head and leg. The victim was left with a suspected fractured eye socket and a fractured leg. Theres is limited public information about this case.,,,,2022
2022-5-2,2022,5,2,7,GRC,Greece,Attica,Athens,Patisia,38.02037077145307,23.731151340901835,1,2,6,,,484,101,Ethnic/religious minorities,,,399,Firearms,,,Unspecified firearm,0,0,1,"A 26-year-old Pakistani man was shot at by a taxi driver. The victim was returning from a religious Muslim holiday with some friends, wearing traditional clothes. When seeing them, the perpetrator slowed down and shot from a distance of about three meters in their direction, shouting ""f*** the Muslims"". The victim was hit near his eye and on the side of the head, which required three stitches. The attack came in the context of a series of attacks in Athens targeting Pakistani Muslims celebrating the end of Ramadan (CaseID 2022-5-6-2 and CaseID 2022-5-8).",,,,2022
2022-5-3,2022,5,3,19,GBR,United Kingdom,England,Manchester,Monsall,53.501002035376494,-2.2098612596569054,1,2,5,,,,102,Ethnic/religious minorities,,,501,Blunt instruments,,,Knuckle duster,0,0,1,"A 35-year-old male taxi driver was attacked by a 30-year-old man. The victim was at work when he picked up the attacker and his girlfriend. The perpetrators lured the victim to drive to a dead-end-street were the attacker hit him on the check from behind, while wearing a knuckle duster. The male perpetrator started using “the P word” and made comments about the victim's Eid celebration clothes. Both the victim and the male perpetrator got out of the car and the perpetrator said, “I am going to knock you out” and the victim tried to back off. The girl tried to grab the perpetrator and said, “don't hit him'”. They then walked off. The victim was treated in hospital for a fracture under the eye. The attacker was arrested on May 10 and later sentenced to 20 months in jail for the racially motivated attack.",,,,2022
2022-5-4,2022,5,4,19,GBR,United Kingdom,Scotland,Glasgow,Auto Cruisers Superstore ,55.85573198874532,-4.238799817809452,1,2,5,,,,102,Ethnic/religious minorities,,,500,Blunt instruments,600,Beating/kicking,Beating/kicking and a metal pole,0,0,2,"Four men, aged between 53 and 56, were racially attacked at their work in a car repair shop by two men, aged 27 and 30. One of the perpetrators stated, ""you don't belong here, this is our country"", while the other said ""you p**i b******s"". One of the victims asked the men to leave the shop, which resulted in one of the perpetrators running towards him and punched the victim in the head. All four employees attempted to push the perpetrator away and managed to get both men outside. One of the perpetrators continued to shout ""p**i b******s"" and had managed to get hold of a metal pole. The perpetrator struck two of the men with the metal pole, causing one of them to bleed. One of them needed hospital treatment with six stitches to the head wound, while the other victim did not need further treatment. ",,,,2023
2022-5-6-2,2022,5,6,7,GRC,Greece,Attica,Athens,Evadnis 10,37.97665836589121,23.712538182316678,1,1,8,Golden Dawn (suspected),,,101,Ethnic/religious minorities,102,Ethnic/religious minorities,501,Blunt instruments,600,Beating/kicking,"Brass knuckle, beating/kicking",0,0,1,"Three Pakistani men were attacked by a group of four men on motorbikes. The victims were going to lunch after praying at a mosque when they heard shouts from motorbikes asking ""What are those things you are wearing? Soft Pakistanis. Soft Muslims. Get out of our country. What are you doing here?"" The perpetrators then attacked one of the victims, hitting him with punches and with a brass knuckle. One of the perpetrators also had a knife. When the alleged leader of the group ordered to leave, they left. The victim was injured. This attack came in the context of a series of attacks in Athens targeting Pakistani Muslims celebrating the end of Ramadan (CaseID 2022-5-2 and CaseID 2022-5-8).",,,,2022
2022-5-8,2022,5,8,7,GRC,Greece,Attica,Acharnes,Red Mill,38.0555211395575,23.735199040937417,1,1,8,,,,101,Ethnic/religious minorities,,,499,Knives/bladed weapons and sharp objects,,,Unspecified sharp object,0,0,1,"A 25-year-old Pakistani man was attacked by five right-wing extremists. The victim was going to get coffee when a blue car with five passengers approached him, shouting ""Kolopakistani, kolomoslim, we will f*** you, we will kill you, we will throw you on the street, we will drive you out of here"". The victim did not answer back, and walked away. After a bit, the five perpetrators surrounded and grabbed him, while one of the perpetrators stabbed him on the left side. The group left when another car drove by. The victim had to be stitched at the hospital. The attack came in the context of a series of attacks in Athens targeting Pakistani Muslims celebrating the end of Ramadan (CaseID 2022-5-2 and CaseID 2022-5-6-2).",,,,2022
2022-5-12-2,2022,5,12,6,DEU,Germany,Sachsen-Anhalt,Magdeburg,Dormitory on the Herrenkrug campus,52.140608688394195,11.68023446198599,1,1,99,,,,100,Ethnic/religious minorities,,,200,Arson/firebomb,,,Arson,0,0,0,"Unknown perpetrators tagged and started a fire in a student residence. Several buildings were broken into and tagged with anti-Semitic slogans (""Kill Jews"") as well as swastikas. A fire was started in the laundry room located on the basement floor of the dormitory and damaged the room. The fire did not spread to the building, so no one was injured. In addition, the perpetrators shouted Nazi slogans.",,,,2022
2022-5-12-1,2022,5,12,6,DEU,Germany,Nordrhein-Westfalen,Essen,Don Bosco high school,51.47568749780652,6.961402839222163,1,3,6,,,503,800,Other,,,105,Explosives,400,Knives/bladed weapons and sharp objects,"Explosive materials, knives, machetes, crossbows, air pressure pistols",0,0,0,"A 16-year-old boy was arrested before carrying out a school shooting. The perpetrator wanted to kill teachers and pupils at his own high school, and had worked out the details of the attack in a diary and a manifesto. He wrote extensive instructions for imitators, recorded video messages, and had sought out and found information on the dark web about how to assemble pipe bombs. Police officers found crossbows, knives, machetes, air pressure pistols and materials for pipe bombs at his house. In addition, the police seized several texts and writings of anti-Semitic, racist, and anti-Muslim nature. In prison, he spoke 'openly about his attack plan, his murderous fantasies, his hatred of foreigners and his admiration for earlier right-wing extremist terrorists' to staff. Police was tipped off about the attack by a classmate of the perpetrator. Another 16-year-old who chatted with the perpetrator was briefly arrested some days later. ",2,3,2,2022
2022-5-14,2022,5,14,5,FRA,France,Île-de-France,Paris,Boulevard de Clichy,48.88405468515546,2.3285646383317884,1,2,6,,,508,102,Ethnic/religious minorities,,,399,Firearms,,,Unspecified firearm,1,1,0,"A 27-year-old French man of Moroccan and Spanish origin was murdered by a 50-year-old man, known for his adherence to far-right conspiracies. A fight unrelated to the perpetrator was taking place on a street when the perpetrator, driving his car down the street, stopped to see what was happening. The victim, who was part of the fight, told him to go away. In response, the perpetrator took out his gun and shot the victim in the head. The victim died instantly. The perpetrator drove away, but was arrested later on. The perpetrator supported anti-Semite humourist Dieudonné, posted videos titled ""Unwanted immigration"" and ""Save France"", and intervened in TV show to spew conspiracy theories about COVID-19. In addition, the perpetrator praised racist violence some hours before the incident.",,,,2022
2022-5-19-1,2022,5,19,6,DEU,Germany,Nordrhein-Westfalen,Bonn,Kessenich,50.71283481755126,7.116974780730726,1,2,2,Reichsbürgerbewegung,,,301,State institutions,,,600,Beating/kicking,,,Beating/kicking,0,0,6,"Six police officers were injured by two 55- and 57-year-old people belonging to the Reichsbürger movement. A police officer was about to conduct a cycling training for children of a local school, so before that he walked the route. The perpetrators were parked with their company vehicle on the side of the road and loading scaffolding parts. When the officer asked them to use signal pylons, they refused, and further refused to accept the officer's ID or to provide their personal details. The officer then called for assistance. When an assisting police officer put her hand on a metal ladder carried by one of the perpetrators, he immediately attacked her. The situation then escalated, with the perpetrators attacking the officers and putting up 'massive' resistance. Ultimately, it was possible to bring both to the ground and handcuff them. Six officers were injured, and three were no longer able to work as a result.",,,,2022
2022-5-19-2,2022,5,19,7,GRC,Greece,Central Macedonia,Thermaikos,Peraia,40.50602220793148,22.9246207800724,1,1,8,,,,102,Ethnic/religious minorities,,,580,Blunt instruments,600,Beating/kicking,"Club, beating/kicking",0,0,1,"A group of 30 to 40 hooded people beat up six minor refugees and then attacked a refugee accommodation. The perpetrators first surrounded the victims and racially insulted them. The victims then tried to flee, but a 16-year-old Pakistani boy was caught up with, clubbed on the head, and beaten. Two interveners managed to stop the attack. Later, the perpetrators attacked the refugee accommodation where the victims, together with other unaccompanied refugee minors, were housed. They threw stones, concrete blocks and used sledgehammers to damage the structure. One person was injured. Three young Greek boys aged 15, 16 and 17 were later arrested.",,,,2022
2022-5-28-2,2022,5,28,1,AUT,Austria,Niederösterreich,Ybbs an der Donau,m,48.177101668477555,15.085998050524518,2,2,4,,,,102,Ethnic/religious minorities,,,600,Beating/kicking,,,Beating/kicking,0,0,3,"An Armenian family was attacked by a group of six men, aged 39 to 52, who was out celebrating a bachelor party. The total number of the party was around 20. The mother of the family and her 27-year-old pregnant daughter were harassed by the drunk perpetrators on the street, while waiting for the 57-year-old father of the family and the other daughter, aged 31, who were still in the apartment upstairs. When the father and the 31-year-old daughter heard the mother and the 27-year-old daughter cry for help downstairs, they rushed to the scene and the situation escalated. The perpetrators shouted a series of racist insults before a fight broke out - resulting in the 57-year-old victim suffering several broken ribs, and the 31-year-old victim suffering skull, shoulder and back bruising. The pregnant victim was hit in the stomach and had to be rescued by passer-bys. The perpetrators were accused of assault, attempted serious assault and attempted abortion without consent of the pregnant woman. The perpetrators was fined and the two main attackers were sentenced to 18 and 12 months in prison. ",,,,2022
2022-5-28-1,2022,5,28,15,PRT,Portugal,Lisbon,Loures,rua Eduardo Augusto Pinto,38.803760759608224,-9.128840890428574,1,2,4,,,,102,Ethnic/religious minorities,,,600,Beating/kicking,800,Other,Beating/kicking and strangling,0,0,2,"A 30-year-old man, a 24-year-old woman and their baby (of Brazilian origin) were violently assaulted by eight individuals in Camarate. Triggered by a dispute over a parking space, the aggressors directed racist and xenophobic slurs against the victims. Among other things, the perpetrators told the victims to ""go back to their country"". The Brazilian man suffered beating and kicking and as a result, got his nose and collarbone broken. The woman was knocked down and strangled with her son in her lap. The baby was not hurt as a third person in the car, a family relative, managed to protect the baby. The victims were taken to the hospital.",,,,2022
2022-5-29,2022,5,29,19,GBR,United Kingdom,England,Leeds,Victoria Road,53.816143404776724,-1.5698362227539044,1,2,4,,,,102,Ethnic/religious minorities,,,504,Blunt instruments,600,Beating/kicking,Bottle and beating/kicking,0,0,1,"A 20-year-old man was on his way to the gym when he was attacked by five men. He was racially abused before one of them punched him. As the victim fought back the others joined in the attack and made further racist comments. When the victim tried to get away, he was struck with a bottle causing a wound to his head that needed stitches at hospital. ",,,,2022
2022-5-30,2022,5,30,7,GRC,Greece,Attica,Koropi,m,37.90318935220104,23.872680035366976,2,2,5,,,,102,Ethnic/religious minorities,,,801,Other,,,Car,0,0,1,"A 26-year-old Pakistani man was attacked by two people in a black car. The victim was on a bicycle when the perpetrators started insulting him, saying ""You black Pakistani, get out of our country."" The victim did not react and continued on his way, when his car suddenly hit the rear wheel of the bicycle causing him to fall down and break his arm. The perpetrators drove away while continuing to insult him.",,,,2022
2022-5-31,2022,5,31,5,FRA,France,Grand Est,Multiple locations,m,48.50452623994132,7.434500549082398,3,4,2,La Meute,,,900,Unknown,,,300,Firearms,105,Explosives,"41 weapons of war, including assault rifles, machine guns, ammunitions, and explosive materials",0,0,0,"Four men aged between 40 and 60 were arrested by police. In their homes, police seized 41 weapons of war, including assault rifles, machine guns, ammunition, and explosive materials. The perpetrators were part of the neo-Nazi ""La Meute"", a Canadian white supremacist group. Police seized Holocaust negationist literature and white supremacist books, such as The Turner Diaries. No attack plot was discovered. Police found a high-tech ammunition production laboratory.",,,,2022
2022-6-0,2022,6,0,19,GBR,United Kingdom,England,Keighley,m,53.86644912097394,-1.91234051105468,2,3,6,,,545,101,Ethnic/religious minorities,,,399,Firearms,400,Knives/bladed weapons and sharp objects,"Planned using firearm, or knife or vehicle",0,0,0,"A 15-year-old boy has been found guilty of preparing acts of terrorism. The perpetrator stole his father's car to scout out a mosque and, on his way home, crashed the car leading to his arrest. He had shown support to international terrorists such as Brenton Tarrant and Anders Behring Breivik. During the trial, it was shown pictures of his notebook where he had been writing a manifesto, as well as Nazi symbols and names of terrorists. The police believed he had planned to conduct the attack in the end of summer 2022. Notes found on his phone revealed he was planning to murder his ex-girlfriend and then attack two mosques while dressed as a police officer, using firearm he would buy over the internet. He had already been in contact with a gun seller to try and secretly ship a weapon to the UK. If he could not get hold of a firearm, he would use a vehicle or a knife which he would decorate with right-wing slogans, inspired by Brenton Tarrant. The perpetrator had a list of items to buy, which included a GoPro camera to film the attack, also inspired by Tarrant. He spent hours watching racist, homophobic and antisemitic videos on Telegram. He also told a teacher that Muslims and Jewish people were ""invaders"" who would destroy ""our race"". The police found a knife and a screwdriver hidden under his mattress when he was arrested. It was said during trial that he was not just fantasizing about carrying out an attack but intended to do it. The plot was detected because of the car crash which led to the arrest.",2,6,2,2023
2022-6-1,2022,6,1,6,DEU,Germany,Nordrhein-Westfalen,Gelsenkirchen,Ückendorf,51.49904163794312,7.119569511171009,1,2,6,,,485,102,Ethnic/religious minorities,,,400,Knives/bladed weapons and sharp objects,,,Knife,0,0,1,"A 16-year-old was racially insulted and stabbed by an unknown perpetrator. The victim was walking his dog in the morning in a forest path, when he was approached by the perpetrator, racially insulted and attacked. The victim fought back and the perpetrator fled, but the victim suffered a knife injury for which he was treated at the hospital. ",,,,2022
2022-6-2,2022,6,2,10,ITA,Italy,Veneto,Peschiera del Garda,m,45.440152466312405,10.686696766055952,1,2,8,Hellas Verona,,,102,Ethnic/religious minorities,,,499,Knives/bladed weapons and sharp objects,600,Beating/kicking,Unspecified sharp object and beating/kicking,0,0,1,"During a gathering for North African teenagers organized on social media, a teenager was stabbed by a group of four older neo-fascists linked to the right-wing, ultra-nationalist football club Hellas Verona. Around 2,000 teenagers had gathered for the event, celebrating with music, Moroccan flags, and dancing. When the perpetrators arrived, they began shouting racial slurs such as ""you f*****g monkeys"" at the attendees. The attackers then assaulted the teenagers, kicking, punching, and pushing them. One victim was stabbed, sustaining cuts to his abdomen and cheekbone. The attack occurred as the victim emerged from a swim, suggesting it was unprovoked. Police intervened and separated the two groups.",,,,2023
