"","Duration","Treatment","VideoTime","VoteProbability","NewsDays","BidenNominee","TrumpNominee","StemMajor","HumanitiesMajor","ParentsInfluence","HSGPA","Ideology","Class","TrumpCharges"
"581",43,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"582",4,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"583",3,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"584",413,0,207.491,5,4,TRUE,TRUE,FALSE,TRUE,3,NA,4,4,6
"585",62,1,0,5,3,TRUE,TRUE,FALSE,TRUE,5,5,5,2,4
"586",138,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"587",159823,1,136.051,5,1,TRUE,TRUE,TRUE,FALSE,2,5,4,3,5
"588",141,0,82.023,5,0,TRUE,TRUE,FALSE,TRUE,2,5,4,3,5
"589",301,0,108.227,5,4,TRUE,TRUE,TRUE,FALSE,3,5,4,3,6
"590",23,0,-0.00199999999999978,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"591",241,0,111.28,4,NA,FALSE,TRUE,FALSE,TRUE,3,5,5,2,5
"592",307,1,43.166,5,3,TRUE,TRUE,FALSE,TRUE,2,5,4,2,5
"593",288,0,111.689,5,3,TRUE,FALSE,FALSE,TRUE,3,5,5,3,6
"594",153,1,0.534999999999999,4,NA,FALSE,TRUE,FALSE,TRUE,3,5,5,2,5
"595",482,0,317.662,5,3,TRUE,TRUE,FALSE,TRUE,3,5,5,3,6
"596",478,1,163.411,5,NA,TRUE,TRUE,FALSE,TRUE,3,4,5,2,5
"597",378,1,194.366,5,3,TRUE,TRUE,TRUE,TRUE,3,5,4,3,7
"598",130,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"599",2981,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"600",16,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"601",2,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"602",26,1,0.852,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"603",216,0,86.041,5,3,TRUE,TRUE,TRUE,FALSE,2,5,4,2,5
"604",532,1,244.028,5,5,TRUE,TRUE,FALSE,TRUE,3,4,4,3,5
"605",2409,1,0,NA,0,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"606",244,1,96.078,1,0,TRUE,TRUE,TRUE,FALSE,5,5,2,3,5
"607",98,0,20.303,5,4,TRUE,TRUE,FALSE,TRUE,2,5,5,1,5
"608",2870,1,2475.832,5,3,TRUE,TRUE,FALSE,TRUE,2,4,4,3,5
"609",3324,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"610",40,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"611",18,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"612",251,0,5.23,5,1,FALSE,FALSE,FALSE,FALSE,2,3,4,2,7
"613",473,1,299.313,5,4,TRUE,TRUE,FALSE,TRUE,3,5,4,3,4
"614",92313,0,102.092,5,2,TRUE,TRUE,FALSE,FALSE,3,4,4,2,7
"615",220,0,115.098,4,3,TRUE,TRUE,FALSE,FALSE,3,4,4,3,5
"616",458,1,0,5,2,TRUE,TRUE,FALSE,FALSE,4,5,5,2,5
"617",311,0,197.238,1,4,TRUE,TRUE,FALSE,FALSE,3,4,3,3,7
"618",265,1,0,1,3,TRUE,FALSE,FALSE,FALSE,3,5,5,3,3
"619",348,0,34.992,5,1,TRUE,TRUE,FALSE,FALSE,1,5,5,2,5
"620",974,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"621",646,0,302.64,5,4,TRUE,TRUE,FALSE,TRUE,2,4,4,2,4
"622",418,1,211.521,5,NA,TRUE,FALSE,TRUE,TRUE,2,5,4,2,4
"623",18,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"624",30,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"625",155,1,0,5,NA,FALSE,FALSE,TRUE,FALSE,3,5,3,NA,6
"626",365,1,138.202,1,5,TRUE,TRUE,TRUE,TRUE,4,5,3,3,1
"627",11205,1,117.975,5,5,TRUE,TRUE,FALSE,TRUE,2,5,5,3,6
"628",74,0,-0.048,4,3,TRUE,TRUE,FALSE,TRUE,3,4,3,3,5
"629",652,1,211.584,5,2,FALSE,TRUE,FALSE,TRUE,4,5,4,2,6
"630",4,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"631",414,1,118.575,5,2,TRUE,FALSE,FALSE,TRUE,4,4,5,2,7
"632",753,0,335.746,5,1,FALSE,FALSE,TRUE,FALSE,3,5,5,2,5
"633",468,0,228.451,5,2,TRUE,TRUE,TRUE,FALSE,4,5,4,2,8
"634",13,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"635",427,1,148.143,5,4,TRUE,TRUE,TRUE,TRUE,2,5,5,2,3
"636",189,0,50.531,5,5,TRUE,FALSE,TRUE,FALSE,4,2,4,3,5
"637",129,1,60.995,1,2,TRUE,TRUE,TRUE,FALSE,5,5,5,3,6
"638",18,0,3.923,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"639",230,0,86.193,5,1,TRUE,TRUE,FALSE,FALSE,2,5,3,3,4
"640",764,1,97.543,4,1,TRUE,TRUE,FALSE,FALSE,5,5,2,3,7
"641",8,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"642",8425,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"643",2815,1,564.354,4,0,TRUE,TRUE,FALSE,FALSE,4,3,5,3,5
"644",674,0,118.752,1,4,FALSE,FALSE,FALSE,TRUE,2,NA,5,1,4
"645",248,1,105.396,2,2,TRUE,FALSE,TRUE,FALSE,4,5,3,3,3
"646",441,1,0,1,1,TRUE,TRUE,FALSE,TRUE,2,5,4,2,5
"647",228,0,92.921,5,4,TRUE,TRUE,FALSE,TRUE,3,5,5,2,5
"648",13,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"649",7084,1,220.662,5,2,TRUE,TRUE,FALSE,FALSE,3,4,5,3,6
"650",452,0,131.544,5,4,TRUE,TRUE,TRUE,FALSE,4,4,3,2,6
"651",93,1,0,1,1,FALSE,FALSE,FALSE,FALSE,3,4,5,2,5
"652",45,0,11.761,4,1,FALSE,FALSE,FALSE,FALSE,1,5,5,2,5
"653",50,0,10.693,5,1,FALSE,FALSE,FALSE,FALSE,3,5,NA,2,5
"654",148,1,16.702,5,2,TRUE,FALSE,FALSE,FALSE,4,NA,6,2,5
"655",11,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"656",171,1,48.728,5,4,TRUE,TRUE,FALSE,TRUE,4,5,5,2,5
"657",495,0,308.567,5,1,FALSE,FALSE,TRUE,FALSE,4,5,3,1,5
"658",468,0,120.67,5,1,TRUE,TRUE,FALSE,TRUE,2,5,5,2,4
"659",210,1,104.438,2,1,FALSE,TRUE,FALSE,TRUE,2,3,3,2,5
"660",447,0,173.72,5,5,TRUE,FALSE,FALSE,TRUE,3,5,4,2,6
"661",701,1,0,4,1,TRUE,FALSE,FALSE,TRUE,3,5,4,2,4
"662",177,0,74.81,5,NA,TRUE,TRUE,FALSE,FALSE,3,5,5,2,4
"663",218,1,77.789,2,1,FALSE,TRUE,FALSE,TRUE,2,3,3,2,5
"664",322,0,106.031,5,1,TRUE,TRUE,TRUE,FALSE,3,5,5,3,6
"665",441,1,237.389,5,3,TRUE,TRUE,FALSE,TRUE,3,5,5,2,7
"666",638,0,414.617,3,0,TRUE,FALSE,TRUE,TRUE,3,5,2,2,6
"667",1475,1,166.708,5,4,TRUE,TRUE,FALSE,TRUE,3,5,4,3,5
"668",282,0,99.25,5,3,TRUE,TRUE,FALSE,TRUE,3,5,4,2,5
"669",324,0,176.827,5,1,TRUE,TRUE,FALSE,FALSE,3,5,5,1,7
"670",9,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"671",467085,0,0,5,2,TRUE,TRUE,TRUE,TRUE,3,5,5,2,3
"672",224,0,25.175,5,2,TRUE,TRUE,FALSE,FALSE,3,4,4,1,5
"673",638,1,2.21600000000001,3,0,TRUE,TRUE,TRUE,FALSE,2,5,4,3,7
"674",1150,0,191.314,4,4,FALSE,TRUE,TRUE,TRUE,3,4,3,2,3
"675",68,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"676",34,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"677",508,1,13.425,4,NA,TRUE,FALSE,TRUE,FALSE,2,5,5,NA,8
"678",352,0,151.856,5,1,TRUE,FALSE,FALSE,TRUE,3,NA,4,4,9
"679",810,1,356.436,2,1,TRUE,TRUE,FALSE,FALSE,3,4,3,3,6
"680",34339,0,217.623,4,0,TRUE,TRUE,TRUE,FALSE,1,5,4,1,6
"681",7699,1,132.417,5,1,TRUE,FALSE,TRUE,TRUE,1,5,4,2,5
"682",175,0,54.945,5,0,FALSE,TRUE,TRUE,FALSE,3,4,2,3,5
"683",399,0,129.131,5,1,TRUE,TRUE,FALSE,TRUE,4,5,4,3,4
"684",199633,1,221.448,4,1,FALSE,TRUE,FALSE,FALSE,3,4,4,3,3
"685",5,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"686",576,1,5.339,3,4,FALSE,TRUE,FALSE,FALSE,2,NA,4,2,5
"687",1,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"688",5,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"689",424,1,3.119,5,5,TRUE,FALSE,FALSE,TRUE,3,3,3,3,5
"690",956536,0,0,5,3,TRUE,TRUE,FALSE,TRUE,3,1,4,2,7
"691",1430,1,466.158,4,3,TRUE,FALSE,FALSE,FALSE,2,3,5,1,6
"692",162790,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"693",402,0,179.161,5,3,TRUE,TRUE,TRUE,FALSE,3,5,4,3,7
"694",25,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"695",53742,0,87.159,1,0,TRUE,TRUE,TRUE,FALSE,3,5,2,NA,6
"696",63952,0,109.942,5,NA,TRUE,TRUE,FALSE,FALSE,4,5,4,3,7
"697",59,1,15.845,5,0,FALSE,FALSE,TRUE,TRUE,2,5,5,3,5
"698",460,1,194.783,4,NA,TRUE,TRUE,TRUE,FALSE,3,5,3,3,6
"699",351421,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"700",413,0,228.116,5,1,TRUE,TRUE,TRUE,FALSE,3,5,5,3,5
"701",79,0,16.474,5,1,TRUE,TRUE,TRUE,FALSE,2,4,5,3,5
"702",477,1,234.162,5,1,TRUE,TRUE,TRUE,FALSE,3,5,4,2,4
"703",440,1,199.958,5,1,TRUE,TRUE,FALSE,TRUE,4,5,5,2,6
"704",192,1,86.261,5,3,TRUE,FALSE,FALSE,FALSE,2,4,5,1,5
"705",1099,1,0,5,1,TRUE,TRUE,FALSE,FALSE,2,5,4,2,4
"706",1167,0,35.549,5,3,TRUE,TRUE,FALSE,TRUE,2,NA,4,4,5
"707",260,0,78.145,5,2,TRUE,TRUE,TRUE,FALSE,3,5,4,3,5
"708",529105,1,161.395,5,NA,TRUE,TRUE,TRUE,TRUE,3,5,5,2,6
"709",455,1,278.275,5,1,TRUE,FALSE,TRUE,TRUE,3,5,4,2,4
"710",519,0,206.799,5,3,TRUE,TRUE,FALSE,FALSE,2,5,4,2,7
"711",2,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"712",7,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"713",6,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"714",7,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"715",6,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"716",43,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"717",7,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"718",9,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"719",254,0,113.994,2,6,TRUE,TRUE,FALSE,TRUE,4,5,2,2,5
"720",530,1,235.574,5,2,TRUE,FALSE,TRUE,FALSE,3,4,3,2,6
"721",5,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"722",20,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"723",3206,1,489.376,5,2,TRUE,TRUE,FALSE,FALSE,2,5,4,2,8
"724",17,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"725",57087,0,189.494,5,5,TRUE,TRUE,FALSE,FALSE,2,4,5,2,4
"726",543,0,274.194,5,2,TRUE,TRUE,TRUE,FALSE,2,5,4,3,4
"727",296,1,1.301,5,1,TRUE,TRUE,FALSE,TRUE,5,5,5,2,6
"728",568,1,100.877,5,2,TRUE,FALSE,TRUE,FALSE,3,5,5,2,8
"729",21,0,3.134,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"730",205,1,57.143,5,6,TRUE,TRUE,FALSE,TRUE,3,5,5,3,5
"731",376,0,164.996,3,0,FALSE,FALSE,TRUE,TRUE,2,5,4,2,5
"732",273382,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"733",389,1,128.693,5,4,TRUE,TRUE,FALSE,TRUE,3,5,5,2,5
"734",1199,1,46.724,5,5,TRUE,TRUE,FALSE,TRUE,4,5,4,3,4
"735",139,1,43.084,5,2,FALSE,TRUE,FALSE,TRUE,4,5,4,2,6
"736",988,0,81.067,4,4,FALSE,TRUE,FALSE,TRUE,2,5,3,2,6
"737",332,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"738",288,0,151.978,5,4,TRUE,TRUE,FALSE,FALSE,3,4,5,3,4
"739",115,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"740",676,1,106.292,5,0,TRUE,FALSE,FALSE,TRUE,3,5,2,3,7
"741",614,1,402.973,2,4,TRUE,TRUE,TRUE,FALSE,3,5,4,3,5
"742",560,1,216.872,5,0,TRUE,TRUE,TRUE,FALSE,2,3,4,3,6
"743",81,1,0,5,NA,FALSE,TRUE,TRUE,TRUE,5,5,4,2,4
"744",471,1,259.411,1,0,TRUE,TRUE,TRUE,FALSE,3,NA,6,3,2
"745",1338,1,4.12400000000002,5,2,FALSE,TRUE,TRUE,FALSE,3,5,4,3,7
"746",481,1,109.513,3,0,FALSE,FALSE,TRUE,FALSE,2,4,4,1,6
"747",351,0,183.884,5,NA,TRUE,TRUE,FALSE,FALSE,2,4,5,2,5
"748",1792,0,156.8,3,0,TRUE,TRUE,TRUE,FALSE,3,5,4,2,4
"749",1381,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"750",1996,0,238.378,5,3,TRUE,TRUE,TRUE,TRUE,2,5,3,3,9
"751",91223,0,72.758,5,1,TRUE,TRUE,TRUE,FALSE,4,5,5,2,4
"752",4681,0,363.93,4,1,TRUE,TRUE,FALSE,FALSE,3,5,3,2,5
"753",2236,0,98.187,5,2,TRUE,TRUE,TRUE,FALSE,4,4,5,2,9
"754",274,0,163.211,4,4,FALSE,TRUE,TRUE,FALSE,2,5,4,3,5
"755",8,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"756",350,1,222.436,2,1,TRUE,TRUE,FALSE,FALSE,2,4,4,2,6
"757",477,0,151.275,5,3,TRUE,TRUE,FALSE,FALSE,2,4,4,2,5
"758",165,0,40.167,4,2,TRUE,TRUE,TRUE,FALSE,3,5,4,3,5
"759",426,1,272.986,5,5,TRUE,TRUE,TRUE,FALSE,2,5,4,3,7
"760",732,0,242.29,5,1,TRUE,TRUE,TRUE,FALSE,2,5,4,2,5
"761",410,0,154.668,5,0,FALSE,FALSE,FALSE,FALSE,2,5,5,1,4
"762",408,1,41.195,5,NA,FALSE,FALSE,FALSE,FALSE,1,5,4,3,5
"763",255,0,81.214,5,1,FALSE,TRUE,TRUE,TRUE,2,4,4,2,5
"764",95257,1,316.469,5,4,FALSE,FALSE,FALSE,FALSE,4,5,4,2,6
"765",1238,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"766",405,1,224.744,5,3,TRUE,TRUE,FALSE,TRUE,2,5,5,1,5
"767",596,1,278.899,5,4,TRUE,FALSE,FALSE,TRUE,3,5,4,2,7
"768",528,1,374.192,5,2,TRUE,TRUE,TRUE,TRUE,2,5,3,2,7
"769",679,0,273.368,5,4,FALSE,FALSE,FALSE,TRUE,2,5,5,3,3
"770",115,1,0,4,2,TRUE,TRUE,FALSE,TRUE,3,5,5,3,6
"771",202,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"772",282,0,48.341,1,NA,TRUE,TRUE,FALSE,FALSE,2,NA,3,1,5
"773",413,1,293.715,5,3,TRUE,TRUE,FALSE,FALSE,3,5,5,3,5
"774",1586,0,127.408,5,2,TRUE,TRUE,TRUE,TRUE,3,4,5,3,6
"775",267,0,0.602,5,2,TRUE,TRUE,TRUE,TRUE,2,4,5,3,6
"776",808,0,227.485,2,2,TRUE,FALSE,FALSE,FALSE,3,5,3,2,5
"777",425,1,284.634,5,3,TRUE,TRUE,FALSE,FALSE,2,4,4,2,3
"778",237,0,129.173,5,7,TRUE,TRUE,FALSE,FALSE,2,5,3,3,6
"779",169881,0,3.556,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"780",1028,0,194.062,3,1,TRUE,FALSE,FALSE,FALSE,2,4,5,2,6
"781",249,1,53.821,5,3,TRUE,TRUE,FALSE,TRUE,3,5,3,2,5
"782",455,1,96.81,5,NA,FALSE,FALSE,TRUE,TRUE,2,5,4,2,6
"783",1110,0,346.864,4,3,FALSE,TRUE,FALSE,FALSE,2,5,5,2,0
"784",2578,1,1399.843,3,1,TRUE,TRUE,FALSE,TRUE,2,4,5,3,4
"785",13,0,1.466,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"786",427,0,111.083,2,1,TRUE,TRUE,TRUE,FALSE,2,NA,6,1,5
"787",481,0,211.385,5,2,TRUE,TRUE,FALSE,TRUE,2,4,4,2,7
"788",1021,1,394.547,5,5,TRUE,TRUE,FALSE,TRUE,2,3,5,3,6
"789",392,1,105.521,5,7,FALSE,TRUE,FALSE,TRUE,3,5,4,2,4
"790",509,0,208.431,5,2,TRUE,TRUE,FALSE,TRUE,2,5,3,3,7
"791",231,0,107.817,5,1,TRUE,TRUE,FALSE,FALSE,2,5,5,2,6
"792",231,1,123.351,5,5,TRUE,FALSE,FALSE,TRUE,3,5,4,2,6
"793",682,1,337.571,5,2,TRUE,TRUE,FALSE,TRUE,4,5,5,3,3
"794",132,0,37.756,5,0,FALSE,FALSE,FALSE,FALSE,3,4,4,3,6
"795",28806,0,28.006,4,1,FALSE,FALSE,FALSE,TRUE,1,5,5,3,6
"796",96906,0,113.739,5,1,FALSE,FALSE,TRUE,TRUE,4,4,5,2,5
"797",966,1,291.126,5,2,TRUE,TRUE,FALSE,TRUE,1,5,5,2,4
"798",479,0,160.015,5,NA,TRUE,TRUE,TRUE,FALSE,4,5,4,1,6
"799",104,0,0.118,4,1,TRUE,FALSE,TRUE,TRUE,2,5,4,2,4
"800",27,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"801",352,1,117.217,1,NA,TRUE,TRUE,TRUE,TRUE,2,4,4,2,6
"802",744,0,328.718,1,0,TRUE,FALSE,TRUE,TRUE,3,3,3,3,5
"803",309,1,125.01,4,3,TRUE,TRUE,FALSE,TRUE,3,5,4,3,5
"804",5,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"805",6660,1,283.57,5,NA,TRUE,TRUE,FALSE,TRUE,3,5,4,3,6
"806",690,1,221.295,5,0,TRUE,TRUE,TRUE,FALSE,4,4,4,3,6
"807",675,0,165.476,5,0,FALSE,FALSE,FALSE,TRUE,3,5,3,3,6
"808",605,1,345.816,5,3,TRUE,TRUE,FALSE,FALSE,4,NA,3,4,6
"809",588,0,27.079,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"810",1349,1,139.411,5,1,TRUE,TRUE,FALSE,FALSE,2,5,5,3,5
"811",3,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"812",474,0,170.968,5,2,TRUE,TRUE,FALSE,FALSE,2,5,4,3,6
"813",394,0,148.392,5,2,TRUE,TRUE,TRUE,TRUE,3,4,3,2,7
"814",444,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"815",136,0,22.537,5,0,TRUE,TRUE,FALSE,FALSE,2,3,5,3,4
"816",109,1,20.169,4,4,TRUE,TRUE,FALSE,TRUE,2,5,3,2,5
"817",146,0,68.372,5,7,FALSE,FALSE,FALSE,TRUE,3,3,5,2,4
"818",275,0,90.091,4,2,FALSE,TRUE,FALSE,TRUE,4,5,4,2,5
"819",368,0,222.279,5,3,TRUE,TRUE,FALSE,TRUE,4,5,5,2,7
"820",451,1,173.249,5,0,TRUE,TRUE,FALSE,FALSE,2,5,5,2,7
"821",385,1,0,4,3,TRUE,TRUE,FALSE,TRUE,5,5,2,3,7
"822",150,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"823",229,0,54.797,5,1,TRUE,TRUE,FALSE,FALSE,2,5,5,3,4
"824",3,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"825",3958,0,2610.161,5,4,TRUE,TRUE,FALSE,FALSE,2,5,5,2,3
"826",634,1,452.596,5,3,TRUE,TRUE,FALSE,FALSE,4,3,2,2,4
"827",106,1,19.58,5,0,TRUE,TRUE,TRUE,FALSE,4,5,4,3,6
"828",650,0,3.101,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"829",359514,1,29.25,4,5,TRUE,TRUE,FALSE,FALSE,2,5,5,3,5
"830",267,1,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"831",13,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"832",445,0,92.34,5,1,TRUE,FALSE,TRUE,TRUE,3,5,4,3,5
"833",417,1,142.558,5,2,TRUE,TRUE,FALSE,FALSE,1,5,5,2,6
"834",45238,0,126.72,5,5,TRUE,TRUE,TRUE,TRUE,2,4,4,1,5
"835",281,0,1.513,5,5,TRUE,TRUE,TRUE,TRUE,2,4,4,1,5
"836",290,0,103.256,1,7,TRUE,TRUE,TRUE,FALSE,2,4,2,3,6
"837",206,1,12.059,5,2,TRUE,TRUE,FALSE,FALSE,1,3,5,2,5
"838",4,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"839",236,0,92.368,5,1,TRUE,TRUE,FALSE,FALSE,2,4,4,3,5
"840",9,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"841",136,0,23.963,5,3,FALSE,TRUE,TRUE,FALSE,2,5,4,3,5
"842",14,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"843",1490,1,770.151,5,1,FALSE,TRUE,FALSE,FALSE,4,5,5,2,4
"844",802,1,399.488,4,NA,FALSE,FALSE,FALSE,TRUE,2,4,5,2,8
"845",377,1,195.279,5,2,TRUE,TRUE,FALSE,TRUE,3,4,5,3,5
"846",417265,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"847",26,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"848",2,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"849",5204,1,81.314,5,3,TRUE,TRUE,TRUE,FALSE,2,4,5,2,8
"850",565,1,242.513,5,7,TRUE,TRUE,TRUE,FALSE,2,5,4,1,5
"851",3,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"852",262,0,98.171,5,5,TRUE,TRUE,FALSE,TRUE,1,5,5,2,4
"853",3009,0,59.004,5,4,TRUE,TRUE,TRUE,FALSE,3,5,4,2,6
"854",80,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"855",502,1,124.565,5,2,TRUE,FALSE,FALSE,TRUE,2,3,4,2,4
"856",3025,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"857",215,0,60.114,2,1,TRUE,TRUE,TRUE,TRUE,3,4,2,3,7
"858",319,0,18.474,4,3,TRUE,TRUE,FALSE,FALSE,2,4,5,3,5
"859",22,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"860",326,1,46.793,5,3,TRUE,TRUE,FALSE,FALSE,4,3,2,2,4
"861",6,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"862",570,0,248.679,5,2,TRUE,TRUE,FALSE,TRUE,3,5,5,3,6
"863",1032,1,337.504,5,2,TRUE,TRUE,TRUE,FALSE,2,NA,5,4,4
"864",252,0,62.582,5,1,FALSE,FALSE,TRUE,FALSE,4,5,5,2,5
"865",13,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"866",71,0,3.486,5,4,TRUE,TRUE,FALSE,FALSE,2,5,3,3,5
"867",159,0,12.312,1,2,TRUE,TRUE,FALSE,FALSE,1,2,1,1,5
"868",287,1,0,1,7,TRUE,TRUE,FALSE,TRUE,3,5,2,2,8
"869",306,0,62.53,5,1,TRUE,TRUE,TRUE,FALSE,2,4,3,NA,6
"870",190,0,101.531,2,0,TRUE,TRUE,TRUE,TRUE,3,4,2,3,6
"871",569,1,256.659,4,2,TRUE,TRUE,TRUE,TRUE,2,5,3,3,9
"872",35,0,0,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"873",978,1,205.988,5,4,TRUE,TRUE,FALSE,TRUE,2,5,4,1,4
"874",67,0,32.958,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"875",6,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,5
"876",407,1,263.885,5,2,FALSE,TRUE,TRUE,TRUE,3,5,4,3,9
"877",90,0,0.301,5,NA,FALSE,TRUE,TRUE,FALSE,2,4,2,3,5
"878",572,1,349.352,5,4,TRUE,TRUE,TRUE,FALSE,3,5,1,2,8
